File Name,Signature Text,Legibility Rating (1–5),Comments / Notes,File Name,Anthony - Legible or Illegible,Assigned Number,Anthony - Type Name,Average,Final Assignment
sig001.jpg,Ruma Jy,3,Stylized cursive; last name abbreviated/unclear,sig001.jpg,Illegible,1,Rudy,2,Illegible
sig002.jpg,B. Navya,4,Clear initials and first name; good spacing,sig002.jpg,Legible,5,B. Navya,4.5,Legible
sig003.jpg,V. Jyothi,4,Initial with clear full first name,sig003.jpg,Legible,5,V. Jyothi,4.5,Legible
sig004.jpg,Jabeena,4,Readable single-name signature,sig004.jpg,Legible,5,Jabeena,4.5,Legible
sig005.jpg,Saniya,3,Loops and flourishes reduce clarity slightly,sig005.jpg,Legible,5,Saniya,4,Legible
sig006.jpg,G. Preethi,4,Clear initial and name; confident strokes,sig006.jpg,Legible,5,G. Preetti,4.5,Legible
sig007.jpg,M. Nikhitha,4,Well-formed letters; easy to distinguish,sig007.jpg,Legible,5,M. Nikhitha,4.5,Legible
sig008.jpg,Venkay,2,Highly stylized; letter forms ambiguous,sig008.jpg,Illegible,1,V Daky,1.5,Illegible
sig009.jpg,Kalyani,3,Readable but light strokes,sig009.jpg,Legible,5,Kelyoru,4,Legible
sig010.jpg,Bathyuska,2,Unusual letter connections lower readability,sig010.jpg,Legible,5,Prathyusha,3.5,Legible
sig011.jpg,Kalyani,4,Clear and evenly spaced letters,sig011.jpg,Legible,5,Kalyani,4.5,Legible
sig012.jpg,Navya,4,Simple and clean single-name signature,sig012.jpg,Legible,5,Navya,4.5,Legible
sig013.jpg,Mochang,2,Overlapping strokes obscure characters,sig013.jpg,Legible,5,Md. Chang,3.5,Legible
sig014.jpg,Shahana,4,Neatly written; consistent lettering,sig014.jpg,Legible,5,Shahana,4.5,Legible
sig015.jpg,Prabhath,4,Clear printed-letter style,sig015.jpg,Legible,5,Prabhalh,4.5,Legible
sig016.jpg,Hari Purnachary,4,Clearly spaced first and last name,sig016.jpg,Legible,5,Haripurnachary,4.5,Legible
sig017.jpg,S. Abhi,4,Initial with clear short name,sig017.jpg,Illegible,1,S. Abhj,2.5,Illegible
sig018.jpg,Raji,2,Mostly symbolic; letters not fully formed,sig018.jpg,Illegible,1,Cuy,1.5,Illegible
sig019.jpg,K. Karthik,4,Clear initial and full first name,sig019.jpg,Legible,5,K. Karthik,4.5,Legible
sig020.jpg,Rohith,4,Printed-style letters; high clarity,sig020.jpg,Legible,5,Rohitl,4.5,Legible
sig021.jpg,Raji,2,Highly stylized flourish; minimal letter detail,sig021.jpg,Illegible,1,Guy,1.5,Illegible
sig022.jpg,(Unclear),1,Signature cut off or incomplete,sig022.jpg,Illegible,1,Hyan,1,Illegible
sig023.jpg,Ankitha,4,Neat and readable single name,sig023.jpg,Legible,5,Ankitha,4.5,Legible
sig024.jpg,K. Chaithanya,2,Strong flourish obscures letters,sig024.jpg,Illegible,1,H Aumm,1.5,Illegible
sig025.jpg,J. Rajitha,4,Initial with clearly written name,sig025.jpg,Legible,5,J. Rajitha,4.5,Legible
sig026.jpg,Rama,3,Short name with underline flourish,sig026.jpg,Illegible,1,Pama,2,Illegible
sig027.jpg,(Initial only),1,Symbolic initial; no readable name,sig027.jpg,Illegible,1,Se,1,Illegible
sig028.jpg,Bhu,3,Abbreviated name; partially legible,sig028.jpg,Legible,5,Bhy,4,Legible
sig029.jpg,A S F,2,Appears to be initials only,sig029.jpg,Illegible,1,Asf,1.5,Illegible
sig030.jpg,Lahari,4,Clear cursive handwriting,sig030.jpg,Legible,5,Lahari,4.5,Legible
sig031.jpg,A R,1,Initials only; symbolic,sig031.jpg,Legible,5,A,3,Illegible
sig032.jpg,Bharani,3,Readable cursive with flourish,sig032.jpg,Illegible,1,Branany,2,Illegible
sig033.jpg,Saj,2,Short stylized form,sig033.jpg,Illegible,1,Srt,1.5,Illegible
sig034.jpg,Kalyan S,3,Last letter unclear,sig034.jpg,Legible,5,Kabava,4,Legible
sig035.jpg,M (symbol),1,Symbolic signature,sig035.jpg,Illegible,1,M,1,Illegible
sig036.jpg,Punnam B,3,Last name initial,sig036.jpg,Legible,5,Punnamb,4,Legible
sig037.jpg,A. Thirupathi,4,Clear initial and full name,sig037.jpg,Illegible,1,A. Thirupathi,2.5,Illegible
sig038.jpg,A R,1,Encircled initials,sig038.jpg,Illegible,1,A Pr,1,Illegible
sig039.jpg,Brinda,4,Clear handwritten name,sig039.jpg,Illegible,1,OKinnas,2.5,Illegible
sig040.jpg,Ary,2,Stylized initials,sig040.jpg,Illegible,1,Oly,1.5,Illegible
sig041.jpg,M. Himanshi,4,Initial with clear first name,sig041.jpg,Legible,5,M. Himasri,4.5,Legible
sig042.jpg,D. Sravanti,4,Readable cursive name,sig042.jpg,Legible,5,Sravanthi,4.5,Legible
sig043.jpg,D. Sanjana,4,Clear and legible handwriting,sig043.jpg,Legible,5,Sanjana,4.5,Legible
sig044.jpg,K. Hemanth,4,Clear first name with initial,sig044.jpg,Legible,5,Hemanth,4.5,Legible
sig045.jpg,A. Pavan,4,Simple printed style,sig045.jpg,Legible,5,A Pavan,4.5,Legible
sig046.jpg,K. Ramu,4,Short but legible name,sig046.jpg,Illegible,1,K Rauu,2.5,Illegible
sig047.jpg,P. Vinay,4,Neat and readable,sig047.jpg,Legible,5,P. Vinay,4.5,Legible
sig048.jpg,N. Pranathi,4,Clear cursive writing,sig048.jpg,Legible,5,Pranathi,4.5,Legible
sig049.jpg,Sri Raju,2,Stylized flourish dominates,sig049.jpg,Illegible,1,Ruy,1.5,Illegible
sig050.jpg,Jaya,3,Readable but crossed stroke,sig050.jpg,Illegible,1,Joyci,2,Illegible
sig051.jpg,(Unclear),1,Highly stylized; characters not clearly identifiable,sig051.jpg,Legible,5,K. Avil,3,Illegible
sig052.jpg,(Unclear),1,Complex symbol-like strokes,sig052.jpg,Illegible,1,MD. Sdy,1,Illegible
sig053.jpg,Sri Akhila,4,Clearly written first and last name,sig053.jpg,Illegible,1,Bhauj,2.5,Illegible
sig054.jpg,K. Anil,4,Clear initial and name with underline,sig054.jpg,Illegible,1,Diyao,2.5,Illegible
sig055.jpg,MD. Saj,3,Abbreviated last name; readable initials,sig055.jpg,Illegible,1,Duiy,2,Illegible
sig056.jpg,M. Bhav,2,Last characters unclear,sig056.jpg,Illegible,1,Saaya Teja,1.5,Illegible
sig057.jpg,Divya,3,Stylized with added flourish,sig057.jpg,Illegible,1,M. Rleel,2,Illegible
sig058.jpg,(Unclear),2,Short stylized text; ambiguous letters,sig058.jpg,Legible,5,Amulya,3.5,Legible
sig059.jpg,Sravya Teja,4,Clearly spaced two-part name,sig059.jpg,Legible,5,Bharogavi,4.5,Legible
sig060.jpg,M. R. Deep,3,Initials with readable name,sig060.jpg,Legible,5,Jasmine,4,Legible
sig061.jpg,Amulya,4,Clear printed cursive,sig061.jpg,Illegible,1,C. Gny,2.5,Illegible
sig062.jpg,Bhargavi,4,Neat and legible handwriting,sig062.jpg,Illegible,1,aveer shaib,2.5,Illegible
sig063.jpg,Jasmine,4,Clearly written full name,sig063.jpg,Legible,5,Ky,4.5,Legible
sig064.jpg,(Unclear),1,Overlapping strokes obscure text,sig064.jpg,Illegible,1,Aul,1,Illegible
sig065.jpg,Sameer Shoaib,3,Last name slightly unclear,sig065.jpg,Illegible,1,Asu,2,Illegible
sig066.jpg,KPL,2,Initials only,sig066.jpg,Illegible,1,PU,1.5,Illegible
sig067.jpg,(Unclear),1,Very faint/partial signature,sig067.jpg,Legible,5,B. Akhila,3,Illegible
sig068.jpg,Ashu,3,Short but readable name,sig068.jpg,Illegible,1,ALS,2,Illegible
sig069.jpg,J V,2,Initials only,sig069.jpg,Illegible,1,Choy,1.5,Illegible
sig070.jpg,B. Akhila,4,Initial with clear first name,sig070.jpg,Legible,5,G. Akhila,4.5,Legible
sig071.jpg,B. Kalyani,4,Clear first and last name; well spaced,sig071.jpg,Legible,5,B. Kalyani,4.5,Legible
sig072.jpg,K. Revanth,4,Neatly written; good legibility,sig072.jpg,Legible,5,K. Revanth,4.5,Legible
sig073.jpg,L. Vikram,4,Clear capital letters,sig073.jpg,Legible,5,L. Vikram,4.5,Legible
sig074.jpg,M. Kiranmai,4,Initial with clearly written name,sig074.jpg,Legible,5,M. Kiranmai,4.5,Legible
sig075.jpg,VD. Soberio,3,Readable but last name slightly unclear,sig075.jpg,Illegible,1,MD> Sabeya,2,Illegible
sig076.jpg,G. Ajay,4,Simple and very clear,sig076.jpg,Legible,5,G. A Jay,4.5,Legible
sig077.jpg,B. Yuvraj,4,Bold strokes; high clarity,sig077.jpg,Legible,5,B. Yararaj,4.5,Legible
sig078.jpg,T. Rohith,4,Printed-style handwriting,sig078.jpg,Legible,5,T. Rohith,4.5,Legible
sig079.jpg,N. Shiva Prasad,3,Readable; spacing slightly compressed,sig079.jpg,Legible,5,N. Shiva Prasad,4,Legible
sig080.jpg,V. Pavan,3,Initial with stylized underline,sig080.jpg,Illegible,1,V. Puu,2,Illegible
sig081.jpg,D. Balasekumar,4,Clear full surname,sig081.jpg,Illegible,1,D. Roiloshleymar,2.5,Illegible
sig082.jpg,T. Abhilash,4,Neat cursive-like print,sig082.jpg,Legible,5,T. Abhilash,4.5,Legible
sig083.jpg,Sidhartha,4,Clear single-name signature,sig083.jpg,Legible,5,Sidhartha,4.5,Legible
sig084.jpg,Sohaib,4,Clean and legible letters,sig084.jpg,Legible,5,Sohail,4.5,Legible
sig085.jpg,A. Hemalatha,4,Initial and full name clear,sig085.jpg,Legible,5,A. Himalatha,4.5,Legible
sig086.jpg,B. Harika,4,Very readable handwriting,sig086.jpg,Legible,5,B. Harika,4.5,Legible
sig087.jpg,M. Akhila,4,Consistent letter shapes,sig087.jpg,Legible,5,M. Akhila,4.5,Legible
sig088.jpg,Nishanth,4,Clear cursive-style signature,sig088.jpg,Illegible,1,Nishanth,2.5,Illegible
sig089.jpg,Rishi,3,Stylized underline reduces clarity slightly,sig089.jpg,Illegible,1,Rijhi,2,Illegible
sig090.jpg,K. Arhiya,3,Last name slightly ambiguous,sig090.jpg,Illegible,1,K. Arshiya,2,Illegible
sig091.jpg,Samsig,2,Heavily stylized; letters partially overlapped,sig091.jpg,Illegible,1,Samsia,1.5,Illegible
sig092.jpg,Sharanya,4,Clearly written single name,sig092.jpg,Legible,5,Sharanya,4.5,Legible
sig093.jpg,Harini,4,Clean cursive-like handwriting,sig093.jpg,Legible,5,Harini,4.5,Legible
sig094.jpg,Poojitha,4,Very legible handwritten name,sig094.jpg,Legible,5,Poojithia,4.5,Legible
sig095.jpg,Bhagavansha,3,Readable but slightly uneven spacing,sig095.jpg,Legible,5,Abgavarsha,4,Legible
sig096.jpg,T. Shiva Ram Teja,4,Multiple names clearly written,sig096.jpg,Legible,5,T. Shiva Ram Tejo,4.5,Legible
sig097.jpg,B. Veeranna,4,Initial with clear full name,sig097.jpg,Legible,5,B. Veelanna,4.5,Legible
sig098.jpg,G. Ramteja,4,Clear initial and name,sig098.jpg,Legible,5,G. Ramtija,4.5,Legible
sig099.jpg,A. Akhil,4,Short but very clear handwriting,sig099.jpg,Legible,5,A. Akhil,4.5,Legible
sig100.jpg,S. Nagaraju,4,Neat cursive-style writing,sig100.jpg,Legible,5,S. Nagaraju,4.5,Legible
sig101.jpg,G. Nikhil,4,Clean and readable letters,sig101.jpg,Illegible,1,G. Niblil,2.5,Illegible
sig102.jpg,R. Avanind,3,Legible but last letters slightly unclear,sig102.jpg,Legible,5,P. Avavind,4,Legible
sig103.jpg,P. Vinay,4,Very clear and consistent strokes,sig103.jpg,Legible,5,P. Vinay,4.5,Legible
sig104.jpg,E. Pranay,4,Printed style; highly legible,sig104.jpg,Legible,5,E. Pranay,4.5,Legible
sig105.jpg,Ch. Ganesh,4,Initials with clear name,sig105.jpg,Legible,5,Ch. Ganesh,4.5,Legible
sig106.jpg,V. Rohith,4,Initial with clearly written name,sig106.jpg,Legible,5,N. Rohith,4.5,Legible
sig107.jpg,T. Naveen,4,Neat and legible handwriting,sig107.jpg,Legible,5,T. Naveen,4.5,Legible
sig108.jpg,K. Sujith,4,Clear letters; good spacing,sig108.jpg,Legible,5,K. Sujith,4.5,Legible
sig109.jpg,A. Srikanta,3,Readable but slightly uneven strokes,sig109.jpg,Illegible,1,A. Slikanth,2,Illegible
sig110.jpg,B. Nithin,4,Clear initial and name,sig110.jpg,Legible,5,B. Nithin,4.5,Legible
sig111.jpg,P. Uday,4,Printed style; very clear,sig111.jpg,Illegible,1,B. Uhadevy,2.5,Illegible
sig112.jpg,A O Ravi,2,Mostly symbolic; letters ambiguous,sig112.jpg,Illegible,1,A O Aw,1.5,Illegible
sig113.jpg,Banu Lissa,3,Readable but light ink,sig113.jpg,Illegible,1,Bave Lil88s,2,Illegible
sig114.jpg,Chinnaiah,3,Readable name with overwrite,sig114.jpg,Illegible,1,Chinncial,2,Illegible
sig115.jpg,Praval,3,Simple but slightly stylized,sig115.jpg,Illegible,1,Pvincey,2,Illegible
sig116.jpg,Hindu,3,Short name; moderate clarity,sig116.jpg,Legible,5,Hindu,4,Legible
sig117.jpg,K. Vellaiah,3,Letters readable with flourish,sig117.jpg,Illegible,1,K. Vella Loh,2,Illegible
sig118.jpg,S. Kumar,4,Clear initials and surname,sig118.jpg,Illegible,1,S. Kummr,2.5,Illegible
sig119.jpg,Sravya,4,Very clear single-name signature,sig119.jpg,Legible,5,Soavya,4.5,Legible
sig120.jpg,Sasibala R,3,Last letter abbreviated,sig120.jpg,Legible,5,Sasitha R,4,Legible
sig121.jpg,B. Sravani,3,Initial with local-script surname; partly stylized,sig121.jpg,Illegible,1,Bsigs,2,Illegible
sig122.jpg,Ratnakar,3,Readable but uneven stroke flow,sig122.jpg,Illegible,1,K. Isal,2,Illegible
sig123.jpg,(Symbolic),1,Non-textual flourish; no readable letters,sig123.jpg,Legible,5,MC. Sohail,3,Illegible
sig124.jpg,Ravi,3,Short name with underline flourish,sig124.jpg,Illegible,1,V. OSY,2,Illegible
sig125.jpg,Dinesh,3,Readable letters; light pressure,sig125.jpg,Illegible,1,Aruna John,2,Illegible
sig126.jpg,G. Madhu,4,Clear initial and first name,sig126.jpg,Illegible,1,K. Now,2.5,Illegible
sig127.jpg,G. Nagaraj,4,Clearly written first name,sig127.jpg,Illegible,1,B. You,2.5,Illegible
sig128.jpg,Keerthana,4,Printed handwriting with underline,sig128.jpg,Illegible,1,R. MPY,2.5,Illegible
sig129.jpg,SRP,2,Initials only,sig129.jpg,Illegible,1,,1.5,Illegible
sig130.jpg,Prasad,3,Readable cursive with large loops,sig130.jpg,Illegible,1,Raif,2,Illegible
sig131.jpg,Kranthi,3,Stylized but readable,sig131.jpg,Illegible,1,Dfan,2,Illegible
sig132.jpg,N L,1,Initials only; symbolic,sig132.jpg,Legible,5,G. Madly,3,Illegible
sig133.jpg,Raja,3,Stylized signature with underline,sig133.jpg,Illegible,1,G. Vogasy,2,Illegible
sig134.jpg,Durgasri,4,Clear cursive writing,sig134.jpg,Illegible,1,Keeithaur,2.5,Illegible
sig135.jpg,B. Suresh,4,Initial with clear surname,sig135.jpg,Illegible,1,G,2.5,Illegible
sig136.jpg,K. Sagar,4,Clear letters; good spacing,sig136.jpg,Illegible,1,Cid,2.5,Illegible
sig137.jpg,M. D. Sohail,4,Clearly written multi-part name,sig137.jpg,Illegible,1,Breep,2.5,Illegible
sig138.jpg,K. Teja,4,Clear and legible,sig138.jpg,Illegible,1,N,2.5,Illegible
sig139.jpg,Aruna Jyothi,4,"Two-part name, clearly written",sig139.jpg,Illegible,1,Dav,2.5,Illegible
sig140.jpg,K. Ramesh,4,Clear initial and name,sig140.jpg,Illegible,1,Duya,2.5,Illegible
sig141.jpg,(Stylized),2,Symbolic signature; resembles initials,sig141.jpg,Illegible,1,Sy,1.5,Illegible
sig142.jpg,(Stylized initials),2,Initials with underline,sig142.jpg,Illegible,1,VB,1.5,Illegible
sig143.jpg,(Unclear),1,Heavily overlapped strokes,sig143.jpg,Illegible,1,Msa,1,Illegible
sig144.jpg,T. Ramya Sri,4,Clear first and last name,sig144.jpg,Legible,5,T. Ramya Sri,4.5,Legible
sig145.jpg,N. Hema Sree,4,Clearly written cursive,sig145.jpg,Illegible,1,N. Hemosriiy,2.5,Illegible
sig146.jpg,Sameena,4,Readable single name,sig146.jpg,Legible,5,K. Saimeena,4.5,Legible
sig147.jpg,L. Nikhitha,4,Clear initial and name,sig147.jpg,Legible,5,V. Nikhitha,4.5,Legible
sig148.jpg,P. Chandana,4,Good spacing and clarity,sig148.jpg,Legible,5,Chandana,4.5,Legible
sig149.jpg,P. Kalyani,4,"Clear, neat handwriting",sig149.jpg,Legible,5,P. Kalyahi,4.5,Legible
sig150.jpg,V. Samakshitha,3,"Long name, some letters compressed",sig150.jpg,Legible,5,Surakshitha,4,Legible
sig151.jpg,E. L,2,Initials only,sig151.jpg,Illegible,1,E. Sz,1.5,Illegible
sig152.jpg,Bhiji,3,Legible but stylized,sig152.jpg,Illegible,1,Slui,2,Illegible
sig153.jpg,Yadika,3,Readable cursive,sig153.jpg,Legible,5,Sadhika,4,Legible
sig154.jpg,V. Sravanthi,4,Clear initial and name,sig154.jpg,Legible,5,N. Sravanthi,4.5,Legible
sig155.jpg,D. Sobharani,4,Very clear handwriting,sig155.jpg,Legible,5,Sai Bhargaui,4.5,Legible
sig156.jpg,V. Sowmya,4,Neatly written,sig156.jpg,Legible,5,V. Sowmya,4.5,Legible
sig157.jpg,M. Rajesh,4,Clear printed style,sig157.jpg,Legible,5,M. Rajesh,4.5,Legible
sig158.jpg,D. Vishne,3,Last letters slightly unclear,sig158.jpg,Legible,5,Vishiu,4,Legible
sig159.jpg,Chaitali,3,Stylized cursive,sig159.jpg,Illegible,1,Chlanthha,2,Illegible
sig160.jpg,N. Ovi,4,Clear short name,sig160.jpg,Illegible,1,Dj,2.5,Illegible
sig161.jpg,H. Varun Kumar,4,Clearly written full name,sig161.jpg,Legible,5,P. Reethika,4.5,Legible
sig162.jpg,B. Divya,4,Clear printed handwriting,sig162.jpg,Legible,5,H. Varun Kumar,4.5,Legible
sig163.jpg,N. Sanjay,4,Initial with clear name,sig163.jpg,Legible,5,B. Divya,4.5,Legible
sig164.jpg,Harshitha,4,Clear cursive handwriting,sig164.jpg,Legible,5,M. Saijay,4.5,Legible
sig165.jpg,K. Sirivalli,4,Clear letters with dots,sig165.jpg,Legible,5,Harshith,4.5,Legible
sig166.jpg,A. Smithi,3,Readable though stylized,sig166.jpg,Legible,5,K. Sirivalli,4,Legible
sig167.jpg,Gnaneshwari,4,Clearly written full name,sig167.jpg,Legible,5,A. Snithi,4.5,Legible
sig168.jpg,B. Lakshmi,4,Clear initial and name,sig168.jpg,Illegible,1,G Noineshiwari,2.5,Illegible
sig169.jpg,D. Srushti,3,Readable but stylized end strokes,sig169.jpg,Illegible,1,B. Jahithi,2,Illegible
sig170.jpg,Ramya,4,Clean single-name signature,sig170.jpg,Legible,5,Sruthi,4.5,Legible
sig171.jpg,Ruchitha,4,Clear and consistent strokes,sig171.jpg,Legible,5,Ramya,4.5,Legible
sig172.jpg,Tamreen,4,Neat printed handwriting,sig172.jpg,Legible,5,Ruchitha,4.5,Legible
sig173.jpg,Kaushnaveni,3,Readable but tightly spaced,sig173.jpg,Legible,5,Tamreen,4,Legible
sig174.jpg,Chandni,3,Stylized cursive,sig174.jpg,Legible,5,Krishnaveni,4,Legible
sig175.jpg,(Symbolic),2,Symbol-style signature; no clear letters,sig175.jpg,Legible,5,Chandu,3.5,Legible
sig176.jpg,B. Ranjith,4,Clear initial and surname,sig176.jpg,Illegible,1,Bluuy,2.5,Illegible
sig177.jpg,N. Saidharan,3,Readable but compressed letters,sig177.jpg,Illegible,1,B. Raujith,2,Illegible
sig178.jpg,Anu,3,Short cursive with flourish,sig178.jpg,Illegible,1,Saricharan,2,Illegible
sig179.jpg,Jyothna,4,"Underlined, clearly written",sig179.jpg,Illegible,1,Saviy,2.5,Illegible
sig180.jpg,P. Reethika,4,Clear initial and name,sig180.jpg,Legible,5,Jyothsna,4.5,Legible
sig181.jpg,Varsh,4,Clearly written short name,sig181.jpg,Illegible,1,Yahy,2.5,Illegible
sig182.jpg,Desiparamesh,4,Clearly written cursive name,sig182.jpg,Illegible,1,Calithy,2.5,Illegible
sig183.jpg,Acathi,4,"Short, clearly written name",sig183.jpg,Illegible,1,Seeiwy,2.5,Illegible
sig184.jpg,Athar,3,Readable with light strokes,sig184.jpg,Illegible,1,Snuyay,2,Illegible
sig185.jpg,Siddareddi,4,"Underlined, clearly legible",sig185.jpg,Illegible,1,Mighana,2.5,Illegible
sig186.jpg,Prasad,3,Stylized cursive with cross-stroke,sig186.jpg,Legible,5,Nikitha,4,Legible
sig187.jpg,Teja,3,Short stylized name,sig187.jpg,Illegible,1,L. Vaishy,2,Illegible
sig188.jpg,Reddy,4,"Bold strokes, clear surname",sig188.jpg,Illegible,1,P Shirathke,2.5,Illegible
sig189.jpg,Dhanunj,3,Readable but stylized,sig189.jpg,Illegible,1,Salite,2,Illegible
sig190.jpg,(Symbolic),1,Symbol-only signature,sig190.jpg,Illegible,1,FS,1,Illegible
sig191.jpg,Calier,3,Readable but uneven letter spacing,sig191.jpg,Illegible,1,Akayhi,2,Illegible
sig192.jpg,B. Sriniv,3,Initial with partial surname,sig192.jpg,Illegible,1,Daripuasanna,2,Illegible
sig193.jpg,Swati,4,Clear single-name signature,sig193.jpg,Legible,5,Awthi,4.5,Legible
sig194.jpg,Moghrey,3,Readable cursive,sig194.jpg,Illegible,1,Athan,2,Illegible
sig195.jpg,Nikhila,4,Clearly written,sig195.jpg,Legible,5,Sigdhapeddi,4.5,Legible
sig196.jpg,L. Vaish,3,Initial with truncated name,sig196.jpg,Illegible,1,Cnpuni,2,Illegible
sig197.jpg,P. Srinadu,4,Underline and clear letters,sig197.jpg,Illegible,1,Nethy,2.5,Illegible
sig198.jpg,Sabeke,3,Stylized but legible,sig198.jpg,Illegible,1,JBdy,2,Illegible
sig199.jpg,(Stylized),2,Symbolic initial-style mark,sig199.jpg,Illegible,1,Hommmi,1.5,Illegible
sig200.jpg,Akasha,4,Clear cursive name,sig200.jpg,Illegible,1,A,2.5,Illegible
sig201.jpg,Adith,3,Readable but long flourish,sig201.jpg,Illegible,1,Adhiti,2,Illegible
sig202.jpg,Keerthi,4,Clear cursive handwriting,sig202.jpg,Illegible,1,Keerthi,2.5,Illegible
sig203.jpg,May,3,Initial-style signature,sig203.jpg,Illegible,1,OMY,2,Illegible
sig204.jpg,B. Koumudi,4,Clear initial and name,sig204.jpg,Illegible,1,B. Koushiis,2.5,Illegible
sig205.jpg,Suraja,4,Neatly written single name,sig205.jpg,Illegible,1,Supaja,2.5,Illegible
sig206.jpg,Thanu,3,Readable but light strokes,sig206.jpg,Illegible,1,Thej,2,Illegible
sig207.jpg,Oaji,3,Stylized handwriting,sig207.jpg,Illegible,1,Aji,2,Illegible
sig208.jpg,K. V. Ganesh,4,Initials with clear surname,sig208.jpg,Illegible,1,K. V. Ganen,2.5,Illegible
sig209.jpg,Sharon,4,Clear cursive name,sig209.jpg,Illegible,1,Shiuou,2.5,Illegible
sig210.jpg,B. Anuja,4,"Underline flourish, readable",sig210.jpg,Illegible,1,Clethiga,2.5,Illegible
sig211.jpg,Dipak,4,Clear and compact signature,sig211.jpg,Illegible,1,ish,2.5,Illegible
sig212.jpg,Atharv,4,Clearly written name,sig212.jpg,Illegible,1,Akhaya,2.5,Illegible
sig213.jpg,(Blank),1,No visible signature,sig213.jpg,Illegible,1,Out of bounds,1,Illegible
sig214.jpg,(Blank),1,No visible signature,sig214.jpg,Illegible,1,Out of bounds,1,Illegible
sig215.jpg,T. Vijay,4,Clear initial and first name,sig215.jpg,Illegible,1,T. Vijay,2.5,Illegible
sig216.jpg,Madhu Priya,3,Readable cursive; some flourish overlap,sig216.jpg,Illegible,1,Mifhi Rih,2,Illegible
sig217.jpg,Bhavya,4,Clearly written cursive name,sig217.jpg,Illegible,1,T Beluyli,2.5,Illegible
